Stock,1,2,3,4,5,6,7,8,9
BAC,0.3424918908605228,0.17782865865292882,0.17716084716657127,0.11133371493989697,0.07078801755390193,0.04665140240412135,0.024136615149780577,0.02003434459072696,0.029574508681549323
BKR,0.13160609881921356,0.2629829187206236,0.2272154075432764,0.15602430356528718,0.07657915854637166,0.07061790668348046,0.04356299438266652,0.028315946348733235,0.0030952653903473576
PFE,0.23130467500705484,0.2896246825322171,0.2570783557520459,0.09491110902078827,0.04834916752892484,0.031041294327908947,0.01636722791835199,0.015520647163954474,0.015802840748753644
PG,0.16244944031605682,0.11127833693914026,0.13695795315586493,0.1352647916470699,0.12764556485749223,0.13592324334493464,0.06528078261687517,0.09133665694666541,0.03386323017590067
T,0.12558795860771402,0.28052681091251175,0.277892756349953,0.15409219190968956,0.07469426152398871,0.02154280338664158,0.010630291627469425,0.0187206020696143,0.036312323612417687
NBL,0.3604060913705584,0.13705583756345177,0.01015228426395939,0.015228426395939087,0.025380710659898477,0.06598984771573604,0.04568527918781726,0.12690355329949238,0.2131979695431472
TRV,0.3169033957294704,0.09886181920797667,0.158404665600602,0.17853447464960964,0.09481704449252187,0.03386323017590067,0.03800206941962186,0.04872542564199041,0.03188787508230646
RTX,0.17533628068855234,0.20045150973567868,0.22227448029348132,0.16094440786379458,0.05822594299689587,0.09208917317279654,0.05643871695983445,0.026149938858056627,0.008089549430909605
ADI,0.18493459630130807,0.0,0.060442038791159225,0.17771763644564728,0.21515561569688768,0.09336941813261164,0.05953991880920163,0.11456923770861524,0.09427153811456923
WMT,0.2906593923431474,0.05502774903583858,0.07205342865205532,0.14824569654783182,0.21681873765403067,0.05700310412943279,0.10234220675383313,0.030759100743109773,0.027090584140720533
CSCO,0.32961942914371556,0.328492739108663,0.09313970956434652,0.08725588382573861,0.05520781171757636,0.039559339008512766,0.026664997496244368,0.024787180771156735,0.015272909364046069
INTC,0.21127188100779115,0.29363553576849133,0.16948295052109683,0.08732166346251138,0.08276839016492968,0.04401497520995649,0.04512799757158757,0.03683092178488313,0.029545684508752404
GM,0.013986013986013986,0.25602175602175603,0.662004662004662,0.06798756798756798,0.0,0.0,0.0,0.0,0.0
MSFT,0.15731084978921678,0.3929443088528955,0.19059241180386066,0.09740403816285778,0.058686487685822054,0.0342800088750832,0.025737741291324605,0.020745506989128023,0.022298646549811403
DG,0.1952078928823115,0.11169837914023961,0.08280479210711769,0.09337561663143058,0.14446793516560957,0.09267089499647639,0.15926708949964763,0.044749823819591264,0.07575757575757576
CI,0.24274748280330974,0.13707506729139668,0.13548001196291495,0.1404645598644203,0.13258897418004187,0.10347921443525072,0.06968397966304456,0.02721563154221912,0.011265078257402054
KMI,0.33306804615996816,0.25825706327099085,0.34540389972144847,0.06287306008754477,0.0,0.0,0.0,0.0,0.0003979307600477517
