Symbol,Name,Sector,Score
WDC,Western Digital,Information Technology,0.0013716311687246704
WU,Western Union Co,Information Technology,0.04557534797837595
WRK,WestRock,Materials,0.023602875671532016
WY,Weyerhaeuser,Real Estate,0.0037271729706178955
WHR,Whirlpool Corp.,Consumer Discretionary,0.0014664012341820852
WMB,Williams Companies,Energy,0.003025965832379724
WLTW,Willis Towers Watson,Financials,0.006395251698694513
WYNN,Wynn Resorts Ltd,Consumer Discretionary,0.0022686550664000583
XEL,Xcel Energy Inc,Utilities,0.0019639958324262105
XRX,Xerox,Information Technology,0.001760797219928078
XLNX,Xilinx,Information Technology,0.0006644207898766386
XYL,Xylem Inc.,Industrials,0.015102844395921515
YUM,Yum! Brands Inc,Consumer Discretionary,0.002869576176245936
ZBRA,Zebra Technologies,Information Technology,0.0009596799605688455
ZBH,Zimmer Biomet Holdings,Health Care,0.004408243928923839
ZION,Zions Bancorp,Financials,0.0015838524565831744
ZTS,Zoetis,Health Care,0.005062310414830986
